"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Last","Bid","Ask","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","2000000000.00000000","2,125.00","04/18/2021","2,124.59","0.02%","$819,999,999.26"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","3000000000.00000000","2,123.57","04/18/2021","2,124.59","-0.05%","-$3,060,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","10000000.00000000","2,106.28","04/18/2021","2,124.59","-0.87%","-$183,100,000.15"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","04/18/2021","BUY","10000000.00000000","40,736.4","04/18/2021","40,761.2","0.06%","$343,231,999.38"
"","BCH/GBP","BCH/GBP","Coinbase Pro","04/17/2021","SELL","1000000.00000000","755.02","04/18/2021","658.15","1,283.01%","$134,068,100.00"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","SELL","1.00000000","61,754.0","04/18/2021","54,799.9","11.26%","$6,954.10"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","SELL","100000.00000000","60,524.3","04/18/2021","54,799.9","9.46%","$572,440,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","SELL","100.00000000","60,526.9","04/18/2021","54,799.9","9.46%","$572,700.00"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","SELL","1000.00000000","60,549.8","04/18/2021","54,799.9","9.50%","$5,749,900.00"
"","Bitcoin","BTC/USD","Investing.com","04/17/2021","SELL","1000.00000000","60,486.4","04/18/2021","54,799.9","9.40%","$5,686,500.00"
"","BTC/IDR","BTC/IDR","Luno","04/18/2021","SELL","1000000000.00000000","857,880,000","04/18/2021","857,960,000","-0.01%","-$54,880,000.00"
"","Ethereum","ETH/USD","Investing.com","04/18/2021","SELL","1000000000.00000000","2,000.45","04/18/2021","2,118.32","-5.89%","-$117,870,000,000.12"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","SELL","5.00000000","61,790.0","04/18/2021","54,873.7","1,119.32%","$34,581.50"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","SELL","10.00000000","61,100.0","04/18/2021","54,873.7","1,019.03%","$62,263.00"
"","BTC/USD","BTC/USD","Coinbase Pro","04/17/2021","SELL","10000.00000000","60,610.5","04/18/2021","54,873.7","946.50%","$57,368,000.00"
"","BTC/USD","BTC/USD","Coinbase Pro","04/18/2021","SELL","1000000.00000000","55,180.0","04/18/2021","54,873.7","55.51%","$306,300,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/18/2021","SELL","1000000000.00000000","864,695,845","04/18/2021","865,521,107","-0.10%","-$566,129,732.00"
"","LTC/GBP","LTC/GBP","Coinbase Pro","04/17/2021","SELL","1000000000.00000000","227.20","04/18/2021","193.24","1,494.72%","$47,000,600,000.00"
"","BTC/IDR","BTC/IDR","Luno","04/18/2021","SELL","1000000000.00000000","858,220,000","04/18/2021","863,119,000","-28.54%","-$3,360,714,000.00"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","BUY","140.00000000","1.0010","04/18/2021","1.0014","2.00%","$0.06"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","BUY","52.00000000","1.0009","04/18/2021","1.0014","2.50%","$0.03"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","BUY","57.00000000","1.0010","04/18/2021","1.0014","4.00%","$0.02"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","BUY","120.00000000","1.0009","04/18/2021","1.0014","2.50%","$0.06"
"","USDT/USD","USDT/USD","Kraken","04/17/2021","BUY","128.00000000","1.0009","04/18/2021","1.0014","2.50%","$0.06"
"","BCH/GBP","BCH/GBP","Coinbase Pro","04/17/2021","BUY","1.00000000","749.99","04/18/2021","655.83","-627.74%","-$130.32"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/17/2021","SELL","4.00000000","927,711,000","04/18/2021","867,079,000","326.78%","$166.37"
"","Ethereum","ETH/USD","Investing.com","04/17/2021","BUY","4000000.00000000","2,359.67","04/18/2021","2,103.57","-10.85%","-$1,024,400,000.67"
